time="2018-07-24T14:21:54+05:30" level=info msg="Using In cluster config."
time="2018-07-24T14:21:54+05:30" level=info msg="unable to load in-cluster configuration, KUBERNETES_SERVICE_HOST and KUBERNETES_SERVICE_PORT must be defined"
time="2018-07-25T15:57:39+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T15:57:42+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T15:57:42+05:30" level=info msg="End Position = 0\n"
time="2018-07-25T15:57:42+05:30" level=info msg="Buffer Size = 2000\n"
time="2018-07-25T15:57:42+05:30" level=info msg="Uploading data"
time="2018-07-25T15:57:42+05:30" level=info msg="Read 0 from buffer\n"
time="2018-07-25T15:58:37+05:30" level=info msg="Data is posted successfully"
time="2018-07-25T15:58:37+05:30" level=info msg="Starting kubewatch controller"
time="2018-07-25T15:58:45+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T15:58:45+05:30" level=info msg="End Position = 0\n"
time="2018-07-25T15:58:45+05:30" level=info msg="Buffer Size = 2000\n"
time="2018-07-25T15:59:06+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T15:59:06+05:30" level=info msg="End Position = 0\n"
time="2018-07-25T15:59:06+05:30" level=info msg="Buffer Size = 2000\n"
time="2018-07-25T15:59:06+05:30" level=info msg="Uploading data"
time="2018-07-25T15:59:06+05:30" level=info msg="Read 0 from buffer\n"
time="2018-07-25T15:59:06+05:30" level=info msg="Starting kubewatch controller"
time="2018-07-25T15:59:06+05:30" level=info msg="Data is posted successfully"
time="2018-07-25T15:59:06+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T15:59:06+05:30" level=info msg="End Position = 0\n"
time="2018-07-25T15:59:06+05:30" level=info msg="Buffer Size = 2000\n"
time="2018-07-25T15:59:45+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T15:59:45+05:30" level=info msg="End Position = 0\n"
time="2018-07-25T15:59:45+05:30" level=info msg="Buffer Size = 2000\n"
time="2018-07-25T15:59:45+05:30" level=info msg="Starting kubewatch controller"
time="2018-07-25T15:59:45+05:30" level=info msg="Uploading data"
time="2018-07-25T15:59:45+05:30" level=info msg="Read 0 from buffer\n"
time="2018-07-25T15:59:45+05:30" level=info msg="Data is posted successfully"
time="2018-07-25T15:59:45+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T15:59:45+05:30" level=info msg="End Position = 0\n"
time="2018-07-25T15:59:45+05:30" level=info msg="Buffer Size = 2000\n"
time="2018-07-25T15:59:55+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T15:59:55+05:30" level=info msg="End Position = 0\n"
time="2018-07-25T15:59:55+05:30" level=info msg="Buffer Size = 2000\n"
time="2018-07-25T15:59:55+05:30" level=info msg="Uploading data"
time="2018-07-25T15:59:55+05:30" level=info msg="Read 0 from buffer\n"
time="2018-07-25T15:59:55+05:30" level=info msg="Data is posted successfully"
time="2018-07-25T15:59:55+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T15:59:55+05:30" level=info msg="End Position = 0\n"
time="2018-07-25T15:59:55+05:30" level=info msg="Buffer Size = 2000\n"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: issue-detector/docker-issue-detector-d2h59"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: kmcdonough/heimdall-data-0"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: kube-system/kube-scheduler-ip-172-20-37-37.us-west-1.compute.internal"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: sirao-test/sym-inventory-service-190-5c4cfd4947-59sx2"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-32-akracheva/heimdall-data-1"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: wf-monitoring/wf-proxy-sym-new-dev-3-wf-monitoring-0"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-32-akracheva/consumer-service-463-79d7cd886d-6ng68"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: tgjul24-4/symphony-2757-8989d6967-gp7kt"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: wf-monitoring/wf-telegraf-daemonset-6pz5w"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: abx-callback/automation-service-deployment-138-57ff4668f4-dgsnb"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-25-hstancheva/sym-inventory-service-190-699798b587-mgt2m"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: qz-sym-0/cerebro-63-2"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: tarakesh-test/lemans-gateway-64fc87fcb9-qjc24"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: wf-monitoring/wf-telegraf-daemonset-7xzsr"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: junweili/consumer-service-463-f86966c44-d86pj"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: apundlik/ops-zk-0"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: apundlik/heimdall-data-1"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: kube-system/kube-proxy-ip-172-20-61-2.us-west-1.compute.internal"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: tgjul24-4/sym-inventory-service-190-67997c4dc6-bhr7m"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: kube-system/li-agent-lf9v5"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: tarakesh-test/csp-0"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: abx-callback/cerebro-63-0"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: abx-inventory-it/cerebro-63-0"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jaeger/jaeger-agent-8t688"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: be-84/provisioning-service-promoted-dev-756498ddf5-7nr76"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jenkins-abx-service-aws-deploy-upgrade-dev-310/event-broker-promoted-dev-8578794d6c-zvx2w"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: kube-system/kube-proxy-ip-172-20-40-196.us-west-1.compute.internal"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: blue-demo/cerebro-63-0"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: kmcdonough/pipeline-ui-7c4b89676-zrlhr"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: kube-system/kube-controller-manager-ip-172-20-37-37.us-west-1.compute.internal"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: qz-cgs-0/heimdall-data-0"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: be-84/vrbc-benchmark-host-deployment-74994558df-xsrmh"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: abx-inventory-it/provisioning-service-promoted-dev-5cf468c956-qf6q8"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jaeger/jaeger-agent-7rpqd"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: ssinghvi-lemans-postgres/lemans-resources-swati-test-postgres1-0"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: buma/symphony-ui-5dd8f688d6-cxz59"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jaeger/jaeger-agent-lnkdp"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: blue-demo/sym-inventory-service-190-54d57949fc-lqmdc"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: kube-system/etcd-server-events-ip-172-20-37-37.us-west-1.compute.internal"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: qz-sym-0/cerebro-63-0"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-32-akracheva/blueprint-ui-788c5659d-b4gw6"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: wf-monitoring/wf-telegraf-daemonset-nslld"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-25-hstancheva/heimdall-data-2"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: kmcdonough/provisioning-service-promoted-dev-77ff47d8b7-zhwlr"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: junweili/symphony-ui-8b4b765db-nldsh"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: abx-inventory-it/ops-kafka-0"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: blue-demo/tapestry-service-643-6b69bc5b7c-2vl97"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: qz-cgs-0/heimdall-data-1"
time="2018-07-25T16:21:23+05:30" level=info msg="Kubewatch controller synced and ready"
time="2018-07-25T16:21:24+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T16:21:24+05:30" level=info msg="End Position = 819\n"
time="2018-07-25T16:21:24+05:30" level=info msg="Buffer Size = 2000\n"
time="2018-07-25T16:21:24+05:30" level=info msg="Uploading data"
time="2018-07-25T16:21:24+05:30" level=info msg="Read 50 from buffer\n"
time="2018-07-25T16:21:24+05:30" level=error msg="Data posting is failed with error %d500"
time="2018-07-25T16:21:34+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T16:21:34+05:30" level=info msg="End Position = 819\n"
time="2018-07-25T16:21:34+05:30" level=info msg="Buffer Size = 2000\n"
time="2018-07-25T16:21:34+05:30" level=info msg="Uploading data"
time="2018-07-25T16:21:34+05:30" level=info msg="Read 50 from buffer\n"
time="2018-07-25T16:21:34+05:30" level=error msg="Data posting is failed with error %d500"
time="2018-07-25T16:21:44+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T16:21:44+05:30" level=info msg="End Position = 819\n"
time="2018-07-25T16:21:44+05:30" level=info msg="Buffer Size = 2000\n"
time="2018-07-25T16:21:44+05:30" level=info msg="Uploading data"
time="2018-07-25T16:21:44+05:30" level=info msg="Read 50 from buffer\n"
time="2018-07-25T16:21:44+05:30" level=error msg="Data posting is failed with error %d500"
time="2018-07-25T16:21:54+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T16:21:54+05:30" level=info msg="End Position = 819\n"
time="2018-07-25T16:21:54+05:30" level=info msg="Buffer Size = 2000\n"
time="2018-07-25T16:21:54+05:30" level=info msg="Uploading data"
time="2018-07-25T16:21:54+05:30" level=info msg="Read 50 from buffer\n"
time="2018-07-25T16:21:54+05:30" level=error msg="Data posting is failed with error %d500"
time="2018-07-25T16:22:04+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T16:22:04+05:30" level=info msg="End Position = 819\n"
time="2018-07-25T16:22:04+05:30" level=info msg="Buffer Size = 2000\n"
time="2018-07-25T16:22:04+05:30" level=info msg="Uploading data"
time="2018-07-25T16:22:04+05:30" level=info msg="Read 50 from buffer\n"
time="2018-07-25T16:22:04+05:30" level=error msg="Data posting is failed with error %d500"
time="2018-07-25T16:22:14+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T16:22:14+05:30" level=info msg="End Position = 819\n"
time="2018-07-25T16:22:14+05:30" level=info msg="Buffer Size = 2000\n"
time="2018-07-25T16:22:14+05:30" level=info msg="Uploading data"
time="2018-07-25T16:22:14+05:30" level=info msg="Read 50 from buffer\n"
time="2018-07-25T16:22:14+05:30" level=error msg="Data posting is failed with error %d500"
time="2018-07-25T16:22:24+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T16:22:24+05:30" level=info msg="End Position = 819\n"
time="2018-07-25T16:22:24+05:30" level=info msg="Buffer Size = 2000\n"
time="2018-07-25T16:22:24+05:30" level=info msg="Uploading data"
time="2018-07-25T16:22:24+05:30" level=info msg="Read 50 from buffer\n"
time="2018-07-25T16:22:24+05:30" level=error msg="Data posting is failed with error %d500"
time="2018-07-25T16:22:34+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T16:22:34+05:30" level=info msg="End Position = 819\n"
time="2018-07-25T16:22:34+05:30" level=info msg="Buffer Size = 2000\n"
time="2018-07-25T16:22:34+05:30" level=info msg="Uploading data"
time="2018-07-25T16:22:34+05:30" level=info msg="Read 50 from buffer\n"
time="2018-07-25T16:22:34+05:30" level=error msg="Data posting is failed with error %d500"
time="2018-07-25T16:22:44+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T16:22:44+05:30" level=info msg="End Position = 819\n"
time="2018-07-25T16:22:44+05:30" level=info msg="Buffer Size = 2000\n"
time="2018-07-25T16:22:44+05:30" level=info msg="Uploading data"
time="2018-07-25T16:22:44+05:30" level=info msg="Read 50 from buffer\n"
time="2018-07-25T16:22:44+05:30" level=error msg="Data posting is failed with error %d500"
time="2018-07-25T16:22:53+05:30" level=info msg="Processing update to pod: kube-system/monitoring-influxdb-0"
time="2018-07-25T16:22:54+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T16:22:54+05:30" level=info msg="End Position = 819\n"
time="2018-07-25T16:22:54+05:30" level=info msg="Buffer Size = 2000\n"
time="2018-07-25T16:22:54+05:30" level=info msg="Uploading data"
time="2018-07-25T16:22:54+05:30" level=info msg="Read 50 from buffer\n"
time="2018-07-25T16:22:54+05:30" level=error msg="Data posting is failed with error %d500"
time="2018-07-25T16:23:04+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T16:23:04+05:30" level=info msg="End Position = 819\n"
time="2018-07-25T16:23:04+05:30" level=info msg="Buffer Size = 2000\n"
time="2018-07-25T16:23:04+05:30" level=info msg="Uploading data"
time="2018-07-25T16:23:04+05:30" level=info msg="Read 50 from buffer\n"
time="2018-07-25T16:23:04+05:30" level=error msg="Data posting is failed with error %d500"
time="2018-07-25T16:23:12+05:30" level=info msg="Processing update to pod: apundlik/transformers-668b7644bc-4bwgx"
time="2018-07-25T16:23:13+05:30" level=info msg="Processing update to pod: apundlik/transformers-668b7644bc-4bwgx"
time="2018-07-25T16:23:14+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T16:23:14+05:30" level=info msg="End Position = 819\n"
time="2018-07-25T16:23:14+05:30" level=info msg="Buffer Size = 2000\n"
time="2018-07-25T16:23:14+05:30" level=info msg="Uploading data"
time="2018-07-25T16:23:14+05:30" level=info msg="Read 50 from buffer\n"
time="2018-07-25T16:23:14+05:30" level=error msg="Data posting is failed with error %d500"
time="2018-07-26T10:14:03+05:30" level=info msg="Start Position = 0\n"
time="2018-07-26T10:14:03+05:30" level=info msg="End Position = 0\n"
time="2018-07-26T10:14:03+05:30" level=info msg="Buffer Size = 2000\n"
time="2018-07-26T10:14:03+05:30" level=info msg="Uploading data"
time="2018-07-26T10:14:03+05:30" level=info msg="Starting kubewatch controller"
time="2018-07-26T10:14:03+05:30" level=info msg="Read 0 from buffer\n"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: sirao-test/vrbc-cost-analysis-deployment-1-1-1123-6b8fcc648c-d6l5w"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: wf-monitoring/wf-telegraf-daemonset-tvstl"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: test-pgeetha/ratings-v1-84958fc4bc-jvbv4"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: wf-monitoring/wf-telegraf-daemonset-jckfh"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: jaeger/jaeger-agent-vtdcc"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-28-krastevap/consumer-service-463-58db855dbc-6lnlk"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-32-akracheva/cerebro-68-2"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: junweili/heimdall-data-2"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: kube-system/kube-proxy-ip-172-20-33-216.us-west-1.compute.internal"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: qz-cgs-0/cgs-service-66f9784f6f-z2l5f"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-29-tgeorgiev/sym-inventory-service-190-57676cc7b-dv5vh"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: issue-detector/docker-issue-detector-hr5zp"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: kube-system/dns-controller-6d79cf4b4d-wdgql"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: issue-detector/docker-issue-detector-jm9ns"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: pyarlagadda-dev/provisioning-service-promoted-dev-75c95678df-btj27"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: buma/heimdall-77854896d-2fzhz"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-29-tgeorgiev/cerebro-68-0"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: shij-test2/cerebro-70-1"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: issue-detector/docker-issue-detector-5rgmb"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-25-hstancheva/heimdall-6bf4fdf87f-jdg25"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: sirao-test/csp-0"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: wf-monitoring/wf-proxy-sym-new-dev-3-wf-monitoring-1"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: cerebro-discovery/cerebro-63-0"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: istio-system/istio-statsd-prom-bridge-5d44ddb7cf-spnvt"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: strivedi-test-1/curlpod-7mcjgv"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: strivedi-test-1/vrbc-adapter-deployment-1-1-578-65b58dcffc-tdgt4"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: abx-inventory-it/cerebro-63-1"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: qz-cgs-0/heimdall-65967746f5-dfqcf"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-29-tgeorgiev/automation-ui-7f69fc877f-qgzxk"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: strivedi-test-1/cerebro-63-2"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: kube-system/kube-controller-manager-ip-172-20-51-236.us-west-1.compute.internal"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: tarakesh-test/lemans-gateway-64fc87fcb9-wnxh6"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: shij-test2/symphony-2762-7fc6bcdf95-slsz4"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: be-85/tango-backend-receiver-eab8ed0554da1cdcff55fe09a09b60e2874cfbdt"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: ssinghvi-lemans-postgres/lemans-gateway-b97d45899-zs66q"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: wf-monitoring/wf-telegraf-daemonset-lp4tq"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: tgjul24-4/symphony-ui-7c745c9f44-cxqds"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: abx-callback/event-broker-promoted-dev-96ff886c4-n7xqn"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-25-hstancheva/heimdall-data-0"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: sirao-test/heimdall-data-0"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-29-tgeorgiev/heimdall-data-1"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: sfeldstein/cmf-ignite-1"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-28-krastevap/cerebro-63-2"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: pyarlagadda-dev/consumer-service-463-79b9f6b6d-l4qlz"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: junweili/consumer-service-463-f86966c44-b7pkq"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-29-tgeorgiev/postgres-latest-0"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: qz-sym-0/sym-inventory-service-190-56f848d8cd-h2wbp"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: kube-system/kube-proxy-ip-172-20-46-237.us-west-1.compute.internal"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: kube-system/kube-scheduler-ip-172-20-33-216.us-west-1.compute.internal"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: blue-demo/heimdall-58b85dfbd4-t28kb"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: blue-demo/csp-0"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: blue-demo/tango-backend-receiver-bdeacfc06602cd2d23d3041fe6651e84ce8m29xv"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-31-akambivelu/cerebro-68-0"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: cerebro-discovery/symphony-sym-heimdall-remove-build-887c9c4c5-p56pv"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: tgjul24-4/symphony-2757-8989d6967-792d6"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-25-hstancheva/provisioning-service-promoted-dev-877fd9f9c-stwr4"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: wf-monitoring/wf-heapster-78757ff997-fwdwh"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: pyarlagadda-dev/cerebro-63-1"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: kube-system/kube-proxy-ip-172-20-48-34.us-west-1.compute.internal"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: kmcdonough/heimdall-data-2"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: kube-system/kube-proxy-ip-172-20-46-128.us-west-1.compute.internal"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: istio-system/istio-sidecar-injector-6bc88d4f54-l2pnv"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: junweili/tapestry-service-junweili-75b49447db-6jtxp"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: issue-detector/docker-issue-detector-9tqhq"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: blue-demo/lemans-gateway-7c89998cf4-4qdbt"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-32-akracheva/automation-ui-57659f6458-qq759"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: be-85/automation-service-deployment-142-74586cdcbb-xwt7t"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: abx-inventory-it/abx-service-promoted-dev-bc5f47d79-bsmb4"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: jaeger/jaeger-agent-z8q6p"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-28-krastevap/sym-inventory-service-190-6fc4f84988-ld8hz"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: kmcdonough/sym-inventory-service-190-786b4659d-mm6xn"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-31-akambivelu/provisioning-ui-6cd8b7cf4-h8jkv"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-32-akracheva/heimdall-data-2"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: junweili/symphony-ui-8b4b765db-lsrqc"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: robertc/nginx-deployment-566769cbfb-czfp6"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: pyarlagadda-dev/cerebro-63-0"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: junweili/deployment-ui-7c54dd6b7d-vx7wk"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: cerebro-discovery/heimdall-data-1"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: tarakesh-test/ccs-command-channel-server-deployment-tv100-658565d4c6-f52gh"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-31-akambivelu/consumer-service-463-679c96d6f9-pqvds"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: pyarlagadda-dev/heimdall-data-1"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-28-krastevap/cerebro-63-0"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: kube-system/kube-proxy-ip-172-20-61-68.us-west-1.compute.internal"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: junweili/provisioning-service-promoted-dev-5879965456-tmw5w"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: shij-test2/heimdall-data-1"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-28-krastevap/cerebro-63-1"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: shij-test2/heimdall-85d5bf9db-plhl7"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: be-85/vrbc-cost-analysis-deployment-1-1-1136-6654b7696d-6wj7c"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: tarakesh-test/vrbc-adapter-deployment-1-1-599-5cc9b84fbd-dfxtg"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: abx-inventory-it/extensibility-ui-86599f455d-phpfb"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: ssinghvi-test-lemans/curlpod-rfl7b1"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: be-85/automation-ui-85b46d4577-662bq"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: kube-system/li-agent-55f52"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: tarakesh-test/heimdall-data-0"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: wf-monitoring/wf-telegraf-daemonset-2pnxf"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: blue-demo/heimdall-data-0"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: wf-monitoring/kube-state-metrics-7bfb6985d7-kgxl6"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-25-hstancheva/blueprint-ui-6df46889d6-8l2x8"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-31-akambivelu/heimdall-5b49b9b4c6-jwbj4"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: jaeger/jaeger-agent-r9mhh"
time="2018-07-26T10:14:13+05:30" level=info msg="Processing add to pod: diploma/webservice-68c5898699-rq5w2"
